,Unnamed: 0.1,Unnamed: 0,scene_idx,pic_idx,file,cap0,cap1,cap2,cap3,cap4,cap5,train_cap,CIDEr,informative
519,7732,7732,359,5,Scene359_5.png,The duck is beside the girl.,The girl is holding a tennis ball.,The boy is holding a tennis racket.,The boy is holding the racket.,The girl is throwing the ball.,The duck is standing by the boy.,boy and girl playing tennis in the park vector art illustration.,0.14349009086717684,1.0
520,7733,7733,359,8,Scene359_8.png,The boy wants the girl to throw the ball.,The girl wants to keep the ball.,The cat is looking at the girl.,The boy and the girl are playing tennis.,The boy has a tennis racket.,The girl has a tennis ball.,cute girl and boy playing with a dog in the park.,0.05462630317526248,1.0
521,7737,7737,359,6,Scene359_6.png,The boy is holding a tennis racquet.,The cat is sitting by the boy.,The girl is standing by a tree.,The cat is sitting near the boy.,The boy hitted the tennis ball.,The girl is standing in front of the tree.,playing tennis in the park.,0.14335648077004487,1.0
522,7752,7752,171,5,Scene171_5.png,The boy is wearing the hat.,The girl is standing next to the boy.,The bear is scaring the girl.,The girl is scared of the bear.,The boy is wearing the hat.,The bear is scaring the girl.,children playing on swings in the park.,3.200324631232416e-06,0.0
523,7754,7754,171,2,Scene171_2.png,The bear is scaring the boy and Holly.,The boy is running from the bear.,The girl is standing near the sandbox.,The boy and the girl are scared of the bear.,They are running away.,The boy and the girl did not get to eat the pie.,animals at the picnic table vector art illustration.,1.2653134539670602e-06,1.0
524,7757,7757,171,6,Scene171_6.png,There is a scary bear behind the boy.,The girl does not see the bear.,The boy wants to run away.,The girl is holding the boy's hand.,The bear is next to the tree.,The boy is trying to run.,happy kids running with a teddy bear in the forest.,0.08187504410369995,1.0
525,7836,7836,132,0,Scene132_0.png,There is an owl in the tree.,Kelly is giving her crown to the owl.,Kelly is happy to see the owl.,The girl offers her crown to the owl,The girl is standing next to a tree,The girl is looking for the boy,a girl and a tree in the woods.,0.15910498601887674,1.0
526,7837,7837,132,6,Scene132_6.png,The girl took off the crown hat she was wearing.,The green snake wanted to wear the crown hat.,The owl watched the girl hold the crown away from the green snake.,The girl has a crown with gems.,The girl is happy to see a snake.,The owl is sitting in the tree.,children playing in the park illustration.,0.01418066830766265,1.0
527,7838,7838,132,4,Scene132_4.png,The girl is pretending to be a Queen.,The owl is sitting in a big tree.,A hot air balloon floats by.,The girl is wearing a crown.,The girl is smiling at the owl.,The girl is standing near the tent.,couple in the park with parrots vector art illustration.,0.003158014887942831,1.0
528,7902,7902,675,5,Scene675_5.png,The girl is flying a kite.,The boy is holding a baseball bat.,The boy is scared of the snake.,The girl is near the boy.,A snake is near the boy.,The boy is holding a bat.,kids having fun at the park.,1.4655623189609389e-06,1.0
529,7903,7903,675,8,Scene675_8.png,The boy is holding a bat,The snake is moving towards the girl,The girl is flying a kite,The girl flies a kite.,The boy plays with a bat.,The boy and the girl see a snake.,children playing in the grass.,6.196559040119855e-07,0.0
530,7908,7908,675,4,Scene675_4.png,The girl is crying.,A snake is in front of the boy.,The boy is holding a baseball bat.,The girl is flying a kite.,The boy is wearing a baseball hat.,The boy is afraid of the snake.,cartoon boy and girl playing golf on the golf course.,0.00033597490076595825,1.0
531,7914,7914,811,2,Scene811_2.png,The dog is wearing sunglasses.,It is raining on the boy.,Lightning is coming from the cloud.,The brown dog is wearing sunglasses.,The picnic table is yellow.,There is a thunderstorm.,boy walking with dog in the park.,0.05953241626489177,1.0
532,7915,7915,811,9,Scene811_9.png,The boys is running from the rain.,The dog is wearing sunglasses.,The cloud is following the boy.,It is raining on the boy.,The boy is wearing a blue baseball hat.,The dog is sitting under an apple tree.,a man watering a hedgehog in a garden.,0.0015294392159130362,1.0
533,7919,7919,811,3,Scene811_3.png,The dog has glasses.,The disc is on the ground.,The rain is falling.,The boy is running toward the Frisbee.,The dog is wearing sunglasses.,It is starting to rain.,boy running with a dog in the park illustration.,0.08903287357563967,0.0
534,7920,7920,571,1,Scene571_1.png,The girl is sitting by the swing.,The boy is flying away.,The plane is flying overhead.,The girl fell off of the swing.,The boy is in the air.,The boy is holding the racket.,a mother swinging on a swing at playground.,0.13140138145828734,0.0
535,7921,7921,571,7,Scene571_7.png,The girl is sitting on the ground.,There is lightning in the cloud.,There is a hamburger on the table.,The girl is sad and sitting.,A beach ball is near the boy.,A burger is on the table.,children playing in the park illustration.,0.009850922689950917,1.0
536,7929,7929,571,3,Scene571_3.png,The girl sits on the ground,The boy is in front of the tree,There's a frisbee beside the girl,The girl fell on the ground.,The boy is running to the girl.,The Frisbee is next to the girl.,boy and girl playing kite in the park vector art illustration.,0.0064549802149364045,1.0
537,7940,7940,103,1,Scene103_1.png,The girl fell down by the campfire crying.,The boy places the baseball glove over the fire.,The campfire burns in front of the tent.,The girl is crying.,The boy looks mad.,The girl and the boy are by a fire.,couple camping in the forest vector art illustration.,0.0018681458084426634,1.0
538,7941,7941,103,7,Scene103_7.png,The girl fell off the swing.,The owl is on the swing set.,The boy is standing next to the fire.,The girl is crying because she has fallen to the ground.,The boy is trying to warm his baseball glove over the fire.,The owl is sitting on the swingset watching the boy and the girl.,children playing in the park illustration.,1.7752648546736093e-06,1.0
539,7947,7947,103,6,Scene103_6.png,The girl is scared,The boy is next to the fire,The girl has on a baseball hat,A tearful the girl fell down by the campfire.,A worried the boy holds the baseball glove.,The campfire is burning between the boy and the girl.,boy and girl playing a game of fire.,0.11389158147801141,1.0
540,7983,7983,725,8,Scene725_8.png,The girl is kicking the boy.,The boy is trying to cook something.,A sad cat is watching this.,A cat is sitting on the picnic table.,The boy is wearing a chef hat.,The girl is kicking her leg.,a cartoon illustration of a family having barbecue.,0.0010189334067442725,0.0
541,7986,7986,725,0,Scene725_0.png,The girl kicked the boy down.,The boy and the girl are angry at each other.,The girl is wearing a cap.,The girl is wearing a hat with a star on it.,There is a grill to cook by the girl.,There is some mustard near the grill.,girl playing with a barbecue.,0.06018254478356053,1.0
542,7989,7989,725,3,Scene725_3.png,Hamburgers are on the grill.,The girl is kicking at the sandbox.,The boy is angry and wearing a hat.,The boy is wearing a chef hat,The boy sits beside a sandbox,The girl is beside the boy,a vector illustration of happy boy and girl cooking meat in the barbecue.,0.007712163112754207,1.0
543,8020,8020,534,1,Scene534_1.png,The boy gestures towards the hamburger patties on the grill.,There is a cola and ketchup on a yellow picnic table.,The boy is wearing a pirate hat.,The boy is cooking hamburgers.,There is ketchup on the table.,It is cloudy today.,a boy cooks barbecue on the barbecue grill.,0.04538298395969008,1.0
544,8022,8022,534,5,Scene534_5.png,The boy is making food on the grill.,The dog wants to play fetch.,The boy is wearing sunglasses.,A dog is in the grass.,The boy is standing by a grill.,A tennis ball is in the grass.,dog playing with a ball.,0.13574029046902789,1.0
545,8027,8027,534,6,Scene534_6.png,The boy is wearing a pirate hat.,The boy is barbecuing something.,A helicopter is flying overhead.,A helicopter is in the sky.,The boy is wearing a pirate cap.,There are three hamburgers on the grill.,boy cutting meat in the park.,0.011826397828914923,1.0
546,8052,8052,625,5,Scene625_5.png,The girl is holding a baseball bat and a soda.,The boy is holding a mitt.,The helicopter is hovering above the boy.,A helicopter is flying over the park.,The girl is running with a baseball bat.,The boy has on a baseball mitt.,happy boy and girl throwing paper airplane on the sky background.,0.007652926747840232,0.0
547,8058,8058,625,4,Scene625_4.png,The boy had a baseball mitt.,The girl had a baseball bat.,The owl watch them play baseball.,The boy is scared of the owl.,The girl wants to play baseball.,An owl has startled the boy.,cartoon boy and girl having fun in the park.,0.000314078141916106,0.0
548,8059,8059,625,3,Scene625_3.png,There is a bear by the boy and the girl.,It is sunny outside.,The boy and the girl are playing baseball.,A scary bear is in the park!,The girl has a baseball bat.,The boy has a baseball glove.,children and animals at the park.,0.08300209240511142,1.0
549,8062,8062,820,5,Scene820_5.png,The boy is about to be hit by lightning.,He is wearing a chef hat.,An owl is watching this.,The boy is wearing a chef hat.,The boy talks to an owl at the campsite.,The boy dose not know that a lightning storm is going to ruin his camping trip.,cartoon illustration of a girl holding a hot air balloon in the forest.,0.0016613088779701638,1.0
550,8063,8063,820,8,Scene820_8.png,Rain is coming out of the cloud.,The boy is wearing a chef hat.,The boy is sitting on the ground.,It is raining in the park.,The boy is wearing a chef hat.,An owl is looking at the boy.,boy and girl walking in the park.,0.1498054012965418,0.0
551,8065,8065,820,9,Scene820_9.png,The owl is wearing a hat.,The boy is waving at the owl.,The boy is standing near the grill.,The boy does not like lightening.,There is food on the grill.,The wind is blowing the swings.,a father throws a barbecue on a grill.,0.18625491056557042,1.0
552,8283,8283,531,8,Scene531_8.png,The boy is wearing a crown.,The girl is sad and wants to wear the crown.,The boy is happy to give the girl the crown.,The girl is wearing the hat.,The boy is wearing the crown.,The girl is sitting by the tree.,boy and girl playing in the woods.,0.00443145630272618,1.0
553,8285,8285,531,9,Scene531_9.png,The boy and the girl are sitting down,The sun is behind the boy,The dog is looking at the boy,The boy and the girl are playing at the park today.,The girl is sad because they don't have a ball.,The clouds are floating by the sun.,girl playing with dog in the park illustration.,0.1308167941521939,1.0
554,8289,8289,531,3,Scene531_3.png,The boy and the girl are sitting down,The boy is wearing a blue cap,The dog is next to the boy,The boy is wearing a hat with a star on it.,A brown dog is standing near the boy.,The girl is wearing a pink dress.,child with dog and dog in the park vector art illustration.,0.09218730356043287,0.0
555,8350,8350,32,1,Scene32_1.png,The boy runs over to the girl.,The girl is holding a pie.,The tree is next to the boy.,The girl is carrying a pie.,The boy is wearing a hat.,The girl is smiling at the boy.,a mother and her children playing soccer in a park.,0.0055423475247282,1.0
556,8351,8351,32,7,Scene32_7.png,The girl got the boy a pie.,The girl got the boy new hats.,The girl is wearing a hat.,The girl is holding a pie,The girl is wearing a spinny hat,There's a pirate hat beside the girl,cartoon illustration of a family picnic.,0.0028826774098297267,1.0
557,8358,8358,32,4,Scene32_4.png,The girl brought a pie for the boy.,The girl is wearing a colorful hat.,The owl is in the tree.,The girl has baked a pie.,The boy loves to eat pie.,The owl sits in the tree.,the child is sitting on the green grass.,9.021113155017415e-06,1.0
558,8363,8363,221,8,Scene221_8.png,The boy is waving to the dog.,The owl is in the tree.,The boy is standing by the trees.,An owl is sitting in the tree.,It is a sunny day.,The boy is happy to see the dog.,a man walks his dog in the park.,0.08727595735695441,1.0
559,8365,8365,221,9,Scene221_9.png,The boy is playing with the dog.,The boy is standing next to the dog.,The owl is in the tree.,An owl is sitting in a tree.,The boy is yelling at the dog.,The dog is smiling at the boy.,boy feeding birds on the park vector art illustration.,0.00022517575397615095,1.0
560,8366,8366,221,0,Scene221_0.png,The boy is running to the dog.,An owl is sitting behind the boy.,An airplane is flying.,The boy is watching the plane fly by.,The boy is standing by an owl.,The dog is looking at the owl.,boy running with a dog in the park vector art illustration.,0.09827553762595331,0.0
561,8381,8381,987,7,Scene987_7.png,It it raining.,There is a thunderstorm.,The bear roars at the girl.,The girl is holding a baseball bat.,The girl is scared of the bear.,There is a thunderstorm happening.,children playing on swings at the playground.,0.017205871399196486,1.0
562,8382,8382,987,5,Scene987_5.png,The girl has a bat.,The girl is wearing a hat.,The bear is looking at the girl.,The girl is wearing the hat.,The girl is holding the bat.,The bear is scaring the girl.,a vector illustration of a bear holding a teddy bear in his arms.,0.13364483188861906,0.0
563,8384,8384,987,2,Scene987_2.png,It is starting to rain on the girl.,The bear throws his arms up at the girl.,The girl is holding a bat.,An airplane is flying over head.,A bear tries to scare the girl.,The girl is mad the bear tried to scare her.,animation film with a tiger.,0.0005336003434784082,0.0
564,8423,8423,47,8,Scene47_8.png,The cat watches the boy and the girl.,The boy and the girl are playing with the ball.,The shining sun is pretty.,The boy dropped the tennis ball.,The girl is happy to see the boy.,The cat is watching the girl.,children playing in the park on a sunny day.,0.040095397455135455,1.0
565,8425,8425,47,9,Scene47_9.png,The girl wants to play football.,The boy wants to play tennis.,The cat is listening to the argument.,The girl is very happy.,The boy is shock.,A cat is near the boy.,happy family playing football on the grass.,0.1261233941508907,0.0
566,8427,8427,47,6,Scene47_6.png,The boy has a basketball.,The girl is holding a cat.,The girl is under the sun.,The boy has a basketball.,A cloud is in the sky.,The girl wants the basketball.,kids playing basketball on a green screen in the park.,0.33343401688986024,1.0
567,8523,8523,107,8,Scene107_8.png,The snake is close to the girl.,The boy is running to the girl.,The girl is near the swings.,The girl is waving the boy over.,The girl is by the swings.,There is a snake by the girl.,children playing soccer on the lawn.,2.184005401180054e-06,1.0
568,8525,8525,107,9,Scene107_9.png,The snake is slittering away from the girl.,The boy is running toward the girl.,The sun is in the sky.,The snake is beside the swing set.,The boy is happy  but the girl is crying.,The cat is watching the snake.,playtime at the park with your kids.,1.3646304004895583e-06,1.0
569,8527,8527,107,6,Scene107_6.png,The boy is running after the snake.,The girl is cheering for the boy.,The girl is in front of the swings.,The girl is standing near the swings.,The boy is running through the park to play with the girl.,There is a snake near the swingset. Watch out the boy and the girl!,boy and girl playing on swings in the park vector art illustration.,0.1881680681253794,1.0
570,8556,8556,857,0,Scene857_0.png,The boy is swinging on a swing set.,The boy really wants the mustard.,The boy and the girl are playing outside.,The boy is playing on the swings.,The boy is eating a hamburger.,The girl is holding the mustard.,playground for kids in the park illustration.,1.0759558674182482e-06,0.0
571,8557,8557,857,6,Scene857_6.png,The boy is sitting on the swing.,The boy is holding a hamburger.,The girl is holding mustard.,The girl is wearing a baseball cap.,The girl is holding mustard.,The boy is playing on a swing.,kids playing in the swing.,0.33866230329126756,1.0
572,8558,8558,857,4,Scene857_4.png,The girl holds the mustard,JENNY IS IN FRONT OF mIKE,mIKE IS IN FRONT OF THE CAT,The boy swings on the swing set.,The girl wears a yellow crown.,The boy wears a blue hat.,father and child on swing in the park.,0.05289833258455001,0.0
573,8582,8582,564,5,Scene564_5.png,The boy has a baseball bat.,The boy is chasing the snake.,The girl is wearing pink.,The boy is mad at the snake.,The girl is running from the snake.,The boy is holding a bat.,children playing on the lawn.,9.121119992664143e-07,0.0
574,8587,8587,564,6,Scene564_6.png,The girl and the boy were walking through the field when a snake came out of nowhere.,The girl got scared and began to run.,The boy  used a secret charm to scare the snake away.,A green snake is scaring the boy and the girl.,The girl is running away from the snake.,The boy is wearing sunglasses.,how to draw a happy girl with a skipping rope.,0.0030747736738130005,0.0
575,8589,8589,564,3,Scene564_3.png,The helicopter scares the girl.,The boy wants the snake to leave.,The girl is running away from the snake.,Three balls are on the ground.,The girl is running away.,The boy is scared of the snake.,boy and girl playing football in the park vector art illustration.,0.0002938621133819477,1.0
576,8590,8590,651,1,Scene651_1.png,The bear is holding a hamburger,The girl is waving at the bear,The boy is wearing a rainbow hat,The boy is very shocked.,The girl is near a bear.,A beach-ball is in the grass.,children playing in the forest.,0.008158011454953281,1.0
577,8591,8591,651,7,Scene651_7.png,The girl and the boy are excited.,The space ship is taking off.,A duck and a dog are coming.,There is a rocket in the sky.,The duck and dog are watching each other.,The girl is raising her hands in the air.,boy and girl with dog on the meadow.,0.039241868162486905,1.0
578,8593,8593,651,8,Scene651_8.png,The girl wants the boy to throw her the ball.,A hot air balloon is in the distance.,The boy's surprised no one is using the swings.,The girl threw the beachball at the boy's head.,The boy is upset with the girl.,The girl is sitting by the swingset.,family playing on a swing.,0.0,1.0
579,8621,8621,519,7,Scene519_7.png,A duck is in the sandbox.,The boy and the girl are playing with the beach ball.,The sun is shining brightly.,The boy is very happy.,The girl is very happy with the boy.,A duck is in a sand-box.,young boy and girl flying a plane at the airport.,0.010278492752094656,0.0
580,8622,8622,519,5,Scene519_5.png,The girl is holding a beach ball.,A bird is sitting in the sandbox.,The boy is getting ready to catch the ball.,The boy wants the beach ball.,The girl is holding a beach ball.,An airplane is flying above the boy and the girl.,boy and girl playing with a kite.,0.007255614823266976,1.0
581,8626,8626,519,0,Scene519_0.png,The girl throws the beach ball to the boy.,A plane flies over the boy and the girl.,The duck is in the sandbox.,The girl will catch the beach ball.,The boy threw the beach ball to the girl.,The boy and the girl are playing catch.,family having fun in the park vector art illustration.,0.009986854643826964,1.0
582,8651,8651,856,7,Scene856_7.png,The girl is flying a kite.,The boy is holding a basketball.,There is a snake leaving.,The girl is flying a kite.,The boy is tossing a basketball.,The snake is slithering away.,boy and girl playing golf in the park.,0.00033404857549671315,1.0
583,8652,8652,856,5,Scene856_5.png,The girl is throwing the ball.,The boy is catching the ball.,The air plane is flying in the sky.,The girl is flying the kite.,The boy is throwing the ball.,The air plane is flying in the sky.,family flying a kite in the sky.,0.39957325752824424,1.0
584,8656,8656,856,0,Scene856_0.png,The boy is jumping up and down.,The girl is flying a kite.,A blue duck is chasing the girl.,The girl is playing with a kite,The girl is standing next to a duck,The boy is waving his arms at the girl,animation of kids holding balloons in the park.,3.852255791931733e-07,1.0
585,8662,8662,96,5,Scene96_5.png,A pail is under the tree.,The hot dog is on the table.,The girl is happy to see pizza.,The hotdog is on the table.,The girl sees the pizza on the table.,A bucket of sand is under the tree.,children playing in the park.,1.8514036641264179e-06,0.0
586,8663,8663,96,8,Scene96_8.png,The girl is by the sandbox.,There is a hotdog on the table.,There is a pizza on the table.,The girl is waving.,The pizza and the hot dog are on the table.,No one is playing in the sandbox today.,girl playing on the playground with sand.,0.047518995583352056,0.0
587,8669,8669,96,3,Scene96_3.png,The girl is standing next to the table.,The table has a hot dog and a pizza on it.,The girl is wearing a chef hat.,The girl is wearing sunglasses.,The pizza is near the hot dog on the table.,The helicopter is flying over the girl.,woman in a kitchen utensils.,0.001086827083703112,1.0
588,8682,8682,245,5,Scene245_5.png,The girl is holding balloons.,The boy is jumping up and down.,The girl likes to play on the swings.,The girl has balloons to share.,The boy is happy to see the girl.,The boy stands next to the swings.,family jumping in a swing.,0.08653665497001156,0.0
589,8686,8686,245,0,Scene245_0.png,The dog has run away with the balloons.,The girl is upset at the dog.,The boy chases after the dog.,The dog took the balloons.,The boy runs after the dog.,The girl calls to the dog.,children playing at the playground with toys vector art illustration.,0.032583036672954147,1.0
590,8687,8687,245,6,Scene245_6.png,The boy is wearing a baseball hat.,The boy's balloons are floating away!,The boy is going to chase his balloons.,The boy is wearing blue shorts,The boy is in front of the swing set,The boy is chasing the baloons,boy playing on a swing in the park.,0.07958793160208165,1.0
591,8704,8704,65,2,Scene65_2.png,The boy and the girl plays in the sand.,The girl is excited to see a plane.,The boy is scared of the lightning.,The boy is in the sandbox,The girl is in the sandbox,A airplane is flying behind the boy and the girl,kids playing in a plane.,0.1883635077503763,0.0
592,8707,8707,65,6,Scene65_6.png,Lightning is striking the plane.,The duck is eating the hameburger.,The boy is shocked.,A duck is eating a hamburger.,A plane is struck by lightning.,The girl cheers for the boy who is meditating.,girl and boy running to the plane.,0.16842277713139991,1.0
593,8709,8709,65,3,Scene65_3.png,The boy is sitting beneath a tree.,The girl is jumping on the grass.,An owl is above the boy.,The girl was doing jumping jacks.,The boy sat and watch the airplane.,The cloud had lighting and it scared the owl.,boy jumping on the grass in the park.,0.7058608413835433,1.0
594,8713,8713,512,8,Scene512_8.png,The girl is swinging.,The boy is jumping.,The boy is standing by the tree.,The girl is on the swing.,The boy is looking at the girl.,The girl is smiling at the boy.,child swinging on a swing.,0.27557150052123797,1.0
595,8714,8714,512,2,Scene512_2.png,The girl is on a swing.,The boy is wearing purple glasses.,There is a pie  sitting on the ground.,The girl is swinging.,The boy is having a snack.,The boy and the girl are having fun.,children playing on the playground.,0.020501941368439112,0.0
596,8715,8715,512,9,Scene512_9.png,The girl is on the swing.,The boy is pushing the girl.,The girl is swinging really fast.,The girl is in a swing set.,The boy is near the girl.,The boy is very happy.,boy and girl playing on a swing in the park vector art illustration.,0.1915317559909735,1.0
597,8741,8741,518,7,Scene518_7.png,A bear is trying to scare the cat.,The boy and the girl have put up a tent in the park.,The cat is not scared by the brown bear.,The bear is trying to scare the cat.,The cat is sitting in front of the tent.,Today is a cloudy day.,bear and cat in the forest.,0.23779736678375862,1.0
598,8747,8747,518,6,Scene518_6.png,The bear is wearing sunglasses.,The cat is sitting on the spring toy.,The spring toy is next to the sandbox.,A hot air balloon is floating by.,An orange cat is sitting on a bee toy.,A bear is wearing sunglasses.,tv genre flying in the vector art illustration.,2.3272674969786902e-07,0.0
599,8749,8749,518,3,Scene518_3.png,The bear is wearing sunglasses.,The bear is wearing a pirate hat.,The cat is sitting on the table.,The bear tries to scare the cat.,The bear stole the boy's pirate hat.,The cat is not scared of the bear.,black cat playing at the park vector art illustration.,0.08323091388459528,1.0
600,8782,8782,682,5,Scene682_5.png,The boy is playing Frisbee with a dog.,The boy is standing next to a sandbox.,The dog is standing next to the slide.,The dog has a Frisbee.,There is a basketball in the sandbox.,The boy is standing by the sandbox.,animated dinosaurs walking on a wooden bench in the park.,0.007829563583975133,1.0
601,8787,8787,682,6,Scene682_6.png,The basketball is in the sandbox.,The boy is waving his arms in the air.,The dog is near the basketball.,There are two balls in the sandbox.,The dog is looking at the ball.,The boy is standing beside the dog.,boy and dog on the farm.,0.07794786388159966,1.0
602,8788,8788,682,4,Scene682_4.png,The boy is jumping into the air.,There are two balls in the sandbox.,The dog is beside the sandbox.,There are toys in the sandbox.,The dog is watching the boy.,The boy is jumping up and down.,happy boy playing soccer with a wooden soccer ball in the park.,0.01307373822830936,1.0
603,8801,8801,763,7,Scene763_7.png,There is a bear behind the tree,The girl is wearing sunglasses,The boy is pretending to growl like a bear,The boy is mad at the girl.,The girl is laughing at the boy.,The bear is trying to be sneaky.,kids playing in the tent.,1.2686425959323047e-06,1.0
604,8803,8803,763,8,Scene763_8.png,The boy is scared of the bear,The girl doesn't notice the bear,The bear is growling,The boy is wearing a colorful hat.,The boy and the girl are holding hands.,The bear is getting no attention.,funny bear with kids on the meadow.,0.08186943817799884,1.0
605,8808,8808,763,4,Scene763_4.png,A bear is trying to scare the boy.,The girl is happy that she is wearing sunglasses.,The boy is holding a bat.,The boy is holding a baseball bat.,The girl is sitting on the grass.,There is a bear behind the tree.,children playing in the forest.,9.57309251536813e-07,1.0
606,8820,8820,286,1,Scene286_1.png,The girl tried to throw the boy the ball.,The dog had the Frisbee in this mouth.,The boy had on a whirligig hat.,The girl is angry because the plane is flying over.,The boy is wearing a silly hat.,The boy is playing frisbee with the dog.,family of flies flying around the park.,0.024316867120579018,0.0
607,8823,8823,286,8,Scene286_8.png,There is a big plane in the sky.,The dog is holding the frisbee.,There is a baseball on the ground.,A dog is holding a frisbee.,A baseball is on the ground.,The girl is mad at the dog.,woman flying with a kite in the sky vector art illustration.,0.03805037576500156,0.0
608,8826,8826,286,0,Scene286_0.png,The dog is bringing the boy a frisbee.,The girl is playing with a baseball.,The boy is drinking his soda.,The boy is sitting under the apple tree,The girl is trying to hit the plane with a ball,Dog wishes someone would play frisbee with him,children playing in a plane.,0.10577149296333148,1.0
609,8906,8906,474,0,Scene474_0.png,The boy is handing the girl is pie.,The boy is wearing a baker's hat.,The girl is wearing sunglasses.,The boy is holding the pie.,The boy is wearing the hat.,The girl is wearing sun glasses.,cute couple holding hands and looking at each other.,0.02028154168471579,1.0
610,8908,8908,474,4,Scene474_4.png,The boy has baked a pie.,The girl is happy to try some pie.,The duck wants some pie too.,The girl runs to get the pie,The boy is wearing a chef hat,There's a duck between the boy and the girl,children having fun in the sun.,7.358941784673841e-07,1.0
611,8909,8909,474,3,Scene474_3.png,The boy is wearing a chefs hat,The boy made a pie for the girl,The girl is running towards the boy for his pie,The girl has a tennis racket.,The girl is running to the boy.,The boy has a cherry pie.,playing golf in the park vector art illustration.,7.415325506060612e-07,1.0
612,8917,8917,851,6,Scene851_6.png,The girl is on the swings.,The boy is sitting on the ground.,The dog is near the boy.,The girl is playing on the swings.,The boy is sitting in the grass.,The rocket ship is flying in the sky.,kids playing in the park vector art illustration.,0.04988200950013456,0.0
613,8918,8918,851,4,Scene851_4.png,The girl is on the swing.,The boy can't find his Frisbee.,The rocket flew up into the sky.,The girl is on the swing.,The boy is sitting in the grass.,The boy is afraid that the girl will kick him.,children swinging on the swings.,0.04362006692561974,1.0
614,8919,8919,851,3,Scene851_3.png,The boy is wearing a Viking helmet.,The boy is sitting on the ground.,The girl is on the swingset.,The girl is on the swing.,The girl is wearing glasses.,The boy is sitting alone in the grass.,children riding a stroller on the grass.,0.10073818523684024,0.0
615,8971,8971,537,7,Scene537_7.png,The girl through the football into the tree.,The boy is angry at the girl.,The football is stuck in the tree.,The boy is running angrily towards the girl.,The girl is waving to the boy.,There is a single cloud in the sky.,children and a dinosaur in the park illustration.,0.013473898226425307,1.0
616,8974,8974,537,2,Scene537_2.png,The boy and the girl are mad at eachother.,They are still playing fotoball together.,They are wearing silly hats.,The girl is wearing a red a gray hat.,The boy is wearing a pirate hat.,The boy is catching the football.,cheerful girls running with football on the field.,0.044962642654286566,1.0
617,8975,8975,537,9,Scene537_9.png,The boy is mad when the girl took his football.,The girl throws the football to the boy when he gets mad at her.,The dog tries to take the tennis ball when the boy gets mad at the girl.,The boy is wearing the hat.,The girl is throwing the ball.,The dog is standing by the ball.,cute girl playing with dog in the park.,0.04836586098052583,1.0
618,9000,9000,470,1,Scene470_1.png,The bear is trying to scare the boy and the girl.,The girl is crying.,The balloons are flying up.,The girl is sad because the ballons flew away.,The boy is standing by the picnic table.,There are ripe apples on the tree.,kids having fun in the park vector art illustration.,8.45070541051267e-07,0.0
619,9002,9002,470,5,Scene470_5.png,A bear is scaring the boy and Kelly.,Kelly is sitting on the picnic table.,The boy is angry at the bear.,The girl is sad the ballons are flying away.,The boy is angry at the bear.,The girl has a hotdog.,children playing with a bear vector art illustration.,0.07789939756680794,1.0
620,9003,9003,470,8,Scene470_8.png,The girl is on the table,The bear is next to the tree,The girl is wearing a pink dress,The girl is crying at the picnic table.,The bear is coming up behind the girl.,The balloons are floating by the tree.,animated tv program sitting on the grass with a teddy bear.,0.06351828494442606,1.0
621,9131,9131,195,7,Scene195_7.png,The boy offers the girl a pirate hat,The girl is wearing a crown,The boy is wearing a spinny hat,The girl is wearing a crown.,The boy is wearing a whirlygig cap.,The boy is holding a pirates hat.,children and tree with rainbow.,0.0,1.0
622,9133,9133,195,8,Scene195_8.png,The owl is on the girl's hand.,The boy is wearing a crown.,The girl is wearing a pirate hat.,The boy has a crown.,The girl has a pirate hat.,The girl is holding an owl.,cartoon man playing golf on a sunny day.,0.011950766855551452,1.0
623,9137,9137,195,6,Scene195_6.png,The girl and the boy are dancing.,The girl is wearing a pirate hat.,The boy is wearing a witch's hat.,The boy and the girl are having fun at the park together.,The boy is wearing a witch hat.,The girl is wearing a pirate hat.,boy and girl playing in the forest vector art illustration.,0.0050819162047841685,1.0
624,9140,9140,860,1,Scene860_1.png,The boy is wearing sunglasses.,The girl kicked the ball.,The boy and the girl love helicopters.,A helicopter is flying in the sky.,The basketball is between the boy and the girl.,The boy is wearing sunglasses.,boys and a girl playing basketball on a summer day.,0.09356573087574636,1.0
625,9144,9144,860,2,Scene860_2.png,The boy is kicking a baseball.,The girl is holding a bucket.,The girl is running towards the boy.,The boy is very happy.,The girl is very happy.,The girl is holding a bucket.,family walking in the park vector art illustration.,2.2455701380924084e-07,1.0
626,9148,9148,860,4,Scene860_4.png,The boy is holding a soccer ball.,The girl is running toward the boy.,The sun is in the sky.,The boy has a soccer ball.,The dog is behind the boy.,The riding toy is behind the girl.,children playing football on the field.,1.2514365191949466e-06,1.0
627,9200,9200,148,1,Scene148_1.png,Rain is falling from the cloud.,The airplane is flying towards the cloud.,The boy and the girl are by a tent.,Rain is falling on the tent.,The girl and the boy are standing by the tent.,A plane is flying over the girl's head.,animated white and green grass on a blue background.,0.012039424883235936,1.0
628,9202,9202,148,5,Scene148_5.png,The boy is wearing a funny hat.,The boy and Kelly are camping.,It's raining outside.,The girl is happy it is raining out.,The owl sit high in the tree.,The boy has on a silly hat.,children playing in the rainforest.,0.006932235486346068,0.0
